"EventId","Station","SampleDate","SampleTime","CHLA"
510254,"LE5.1","2020-11-09","10:00:00",1.92
510324,"TF5.5A","2020-11-04","11:50:00",1.99
510324,"TF5.5A","2020-11-04","11:50:00",1.41
583797,"LE5.1","2021-01-05","09:00:00",1.25
583798,"LE5.1","2021-02-04","10:00:00",2.53
583799,"LE5.1","2021-03-25","09:30:00",6.57
429896,"TF5.6","2017-08-01","10:55:00",15.1
422970,"TF5.6","2016-08-02","10:55:00",30.1
422971,"TF5.6","2016-09-07","11:00:00",10.3
425741,"TF5.6","2016-10-04","11:20:00",13.9
425742,"TF5.6","2016-11-01","11:20:00",5.45
425743,"TF5.6","2016-12-01","11:00:00",15
429602,"TF5.6","2017-02-01","10:40:00",4.54
429603,"TF5.6","2017-03-01","10:50:00",20.2
429895,"TF5.6","2017-07-18","10:55:00",31
422969,"TF5.6","2016-07-12","11:30:00",28
422970,"TF5.6","2016-08-02","10:55:00",29.1
422153,"TF5.6","2016-05-12","10:40:00",4.16
422154,"TF5.6","2016-06-07","11:20:00",26.6
416891,"TF5.6","2015-06-18","11:30:00",27.8
422151,"TF5.6","2016-03-15","11:50:00",3.12
422152,"TF5.6","2016-04-14","11:05:00",14.8
415077,"TF5.6","2015-11-03","11:00:00",17.4
395476,"TF5.6","2013-09-04","11:50:00",8.03
415078,"TF5.6","2015-12-15","11:30:00",2.51
415226,"TF5.6","2015-07-07","12:15:00",42.4
415227,"TF5.6","2015-08-06","12:00:00",46.6
416890,"TF5.6","2015-05-05","11:50:00",11.4
415228,"TF5.6","2015-09-17","11:30:00",10.8
30214,"TF5.5A","2013-04-02","12:25:00",11.2
30215,"TF5.5","2013-04-02","12:50:00",6.82
30604,"RET5.2","2013-05-09","10:45:00",9.86
30611,"TF5.5A","2013-05-09","12:30:00",9.26
30612,"TF5.5","2013-05-09","12:50:00",4.16
30905,"LE5.1","2013-06-06","09:55:00",3.74
30907,"RET5.2","2013-06-06","10:20:00",5.27
30918,"TF5.5A","2013-06-06","13:00:00",38.3
30919,"TF5.5","2013-06-06","13:30:00",43.5
394411,"LE5.1","2013-12-03","09:50:00",4.04
394552,"LE5.1","2014-03-19","10:25:00",3.17
394553,"LE5.1","2014-04-01","09:55:00",6.48
394554,"LE5.1","2014-05-06","10:30:00",23.7
394703,"LE5.1","2014-06-03","10:30:00",9.56
394790,"LE5.1","2014-07-01","09:30:00",7.87
394791,"LE5.1","2014-08-05","10:40:00",53
394924,"LE5.1","2014-11-04","10:10:00",2.51
394925,"LE5.1","2014-12-03","10:00:00",2.46
394925,"LE5.1","2014-12-03","10:00:00",2.69
395319,"LE5.1","2015-03-03","10:00:00",8.33
395415,"LE5.1","2013-08-15","10:10:00",5.2
415015,"LE5.1","2015-11-04","10:15:00",5.18
415015,"LE5.1","2015-11-04","10:15:00",5.29
415137,"LE5.1","2015-07-07","11:00:00",11
415138,"LE5.1","2015-08-13","10:30:00",9.65
415139,"LE5.1","2015-09-02","10:45:00",11.3
416816,"LE5.1","2015-05-06","10:00:00",19.2
416817,"LE5.1","2015-06-02","09:35:00",5.36
422018,"LE5.1","2016-05-19","10:15:00",6.82
422149,"TF5.5A","2016-05-12","11:20:00",9.5
422884,"LE5.1","2016-07-06","10:20:00",8.24
422885,"LE5.1","2016-08-02","10:35:00",4.61
422886,"LE5.1","2016-09-07","10:10:00",6.09
425666,"LE5.1","2016-10-11","10:20:00",2.17
425667,"LE5.1","2016-11-01","09:45:00",6.44
429463,"LE5.1","2017-01-04","10:00:00",4.31
429464,"LE5.1","2017-02-01","10:25:00",31.7
429464,"LE5.1","2017-02-01","10:25:00",34.4
429466,"LE5.1","2017-04-20","10:30:00",6.59
429600,"TF5.5A","2017-02-01","11:10:00",4.29
429809,"LE5.1","2017-07-06","10:30:00",3.99
429810,"LE5.1","2017-08-01","10:00:00",15.6
587629,"LE5.1","2021-04-06","09:15:00",15.5
587630,"LE5.1","2021-05-18","09:00:00",6.1
587631,"LE5.1","2021-06-08","09:00:00",5.39
587632,"LE5.1","2021-07-07","09:00:00",7.69
587633,"LE5.1","2021-08-05","09:15:00",3.01
587634,"LE5.1","2021-09-08","08:45:00",6.92
587799,"TF5.5A","2021-06-08","11:20:00",26.8
587801,"TF5.5A","2021-08-03","11:20:00",23.2
596830,"LE5.1","2021-10-06","08:45:00",5.43
596831,"LE5.1","2021-11-04","09:00:00",3.1
596832,"LE5.1","2021-12-15","09:00:00",2.31
608605,"LE5.1","2022-05-03","08:40:00",5.48
608606,"LE5.1","2022-05-18","09:00:00",9.81
608607,"LE5.1","2022-06-29","08:45:00",7.58
608692,"TF5.5A","2022-05-03","11:25:00",36.6
608726,"LE5.1","2022-02-08","09:00:00",9.81
608727,"LE5.1","2022-03-16","08:45:00",18
621200,"LE5.1","2022-08-02","09:15:00",6.89
621201,"LE5.1","2022-08-18","08:40:00",5.02
621202,"LE5.1","2022-09-20","09:00:00",13.2
622034,"TF5.5A","2022-11-01","11:10:00",23.5
622034,"TF5.5A","2022-11-01","11:10:00",25.5
622070,"LE5.1","2022-10-20","08:45:00",3.81
622071,"LE5.1","2022-11-29","09:10:00",3.13
622072,"LE5.1","2022-12-14","08:30:00",2.47
429811,"LE5.1","2017-09-07","09:40:00",4.52
447233,"LE5.1","2017-10-03","09:40:00",5.02
447234,"LE5.1","2017-11-01","09:40:00",3.84
448653,"LE5.1","2018-01-24","10:00:00",4.56
448654,"LE5.1","2018-02-06","10:40:00",7.81
448655,"LE5.1","2018-03-06","09:50:00",6.42
448656,"LE5.1","2018-04-18","09:45:00",17
449274,"LE5.1","2018-05-01","10:00:00",7.9
449275,"LE5.1","2018-06-05","09:50:00",6.39
450458,"LE5.1","2018-07-10","09:30:00",7.03
450459,"LE5.1","2018-08-07","09:30:00",8.6
451236,"LE5.1","2018-09-05","10:00:00",6.32
454208,"LE5.1","2018-10-02","10:00:00",8.19
454209,"LE5.1","2018-11-07","09:30:00",2.99
454210,"LE5.1","2018-12-05","10:00:00",1.03
454282,"TF5.5A","2018-11-01","11:20:00",8.49
454282,"TF5.5A","2018-11-01","11:20:00",9.45
457144,"LE5.1","2019-01-08","09:45:00",1.51
457145,"LE5.1","2019-02-05","10:00:00",2.65
422074,"RET5.2","2016-02-17","10:15:00",2.62
422074,"RET5.2","2016-02-17","10:15:00",2.76
422075,"RET5.2","2016-03-01","10:15:00",2.56
422076,"RET5.2","2016-05-19","10:45:00",9.98
422077,"RET5.2","2016-06-09","11:00:00",27
422143,"TF5.5","2016-03-15","13:10:00",7.14
422144,"TF5.5","2016-04-14","12:00:00",22.3
422145,"TF5.5","2016-05-12","11:50:00",5.5
422146,"TF5.5","2016-06-07","12:15:00",7.39
422147,"TF5.5A","2016-03-15","12:30:00",6.18
422148,"TF5.5A","2016-04-14","11:30:00",17.4
422150,"TF5.5A","2016-06-07","11:45:00",44.5
422922,"RET5.2","2016-08-02","11:00:00",8.37
422963,"TF5.5","2016-07-12","12:30:00",45.4
422964,"TF5.5","2016-08-02","11:40:00",37.9
422965,"TF5.5","2016-09-07","12:05:00",32.2
422966,"TF5.5A","2016-07-12","12:05:00",47
422967,"TF5.5A","2016-08-02","11:20:00",47.8
422968,"TF5.5A","2016-09-07","11:35:00",45.4
425693,"RET5.2","2016-10-11","10:45:00",7.33
425694,"RET5.2","2016-11-01","10:15:00",7.48
425735,"TF5.5","2016-10-04","12:25:00",5.07
425736,"TF5.5","2016-11-01","12:30:00",40.9
425738,"TF5.5A","2016-10-04","12:00:00",7.92
425739,"TF5.5A","2016-11-01","11:50:00",46.9
425739,"TF5.5A","2016-11-01","11:50:00",22.8
30020,"TF5.5A","2013-03-05","12:30:00",4.57
30021,"TF5.5","2013-03-05","13:00:00",3.28
30142,"RET5.2","2013-03-20","09:45:00",4.59
30206,"RET5.2","2013-04-02","11:20:00",3.42
457312,"TF5.5A","2019-04-09","11:30:00",19.3
457313,"TF5.5A","2019-05-07","11:20:00",18.1
457314,"TF5.5A","2019-06-04","11:35:00",46.7
458686,"RET5.2","2019-08-06","10:00:00",8.4
458688,"RET5.2","2019-10-24","09:30:00",3.95
458689,"RET5.2","2019-11-05","10:00:00",5.59
458772,"TF5.5","2019-07-09","11:30:00",46.8
458773,"TF5.5","2019-08-06","12:10:00",21.8
458774,"TF5.5","2019-09-10","11:25:00",49
458775,"TF5.5","2019-10-08","11:15:00",29.2
458776,"TF5.5","2019-11-05","11:40:00",14.2
458777,"TF5.5","2019-12-12","11:50:00",18.4
458778,"TF5.5A","2019-07-09","11:05:00",28.1
458779,"TF5.5A","2019-08-06","11:40:00",34.5
458780,"TF5.5A","2019-09-10","11:00:00",32.4
458781,"TF5.5A","2019-10-08","10:55:00",16.1
458783,"TF5.5A","2019-12-12","11:25:00",31.2
462023,"RET5.2","2020-02-04","10:00:00",29.6
462024,"RET5.2","2020-03-03","09:30:00",4.98
462063,"TF5.5","2020-01-08","11:55:00",16.1
462064,"TF5.5","2020-02-04","11:30:00",5.06
462065,"TF5.5","2020-03-12","09:35:00",11.9
462066,"TF5.5A","2020-01-08","11:20:00",29.1
462067,"TF5.5A","2020-02-04","11:05:00",6.6
462550,"RET5.2","2020-07-07","10:00:00",17.4
462551,"RET5.2","2020-08-06","09:30:00",12.8
45994,"RET5.2","2013-01-08","10:45:00",11.8
46002,"TF5.5A","2013-01-08","12:15:00",15.4
46005,"TF5.5","2013-01-08","12:40:00",9.7
46186,"TF5.5","2013-02-05","13:00:00",2.24
394250,"RET5.2","2013-07-15","11:25:00",33.5
394266,"TF5.5","2013-07-18","13:00:00",17.9
394267,"TF5.5A","2013-07-18","12:35:00",20
425740,"TF5.5A","2016-12-01","11:30:00",43
429465,"LE5.1","2017-03-23","10:00:00",4.16
429467,"LE5.1","2017-06-06","10:30:00",10.9
429521,"RET5.2","2017-01-04","10:30:00",5
429523,"RET5.2","2017-03-23","10:20:00",13.8
429524,"RET5.2","2017-04-20","11:00:00",8.7
429525,"RET5.2","2017-06-06","10:50:00",24.3
429596,"TF5.5","2017-02-01","11:40:00",2.65
429596,"TF5.5","2017-02-01","11:40:00",2.42
429597,"TF5.5","2017-03-01","11:50:00",9.15
429598,"TF5.5","2017-04-04","10:25:00",27
429599,"TF5.5","2017-06-13","10:10:00",27.5
429601,"TF5.5A","2017-03-01","11:30:00",20
429844,"RET5.2","2017-07-06","11:00:00",5.61
429845,"RET5.2","2017-08-01","10:45:00",6.21
429846,"RET5.2","2017-09-07","10:00:00",9.84
429889,"TF5.5","2017-07-18","11:55:00",52
429890,"TF5.5","2017-08-01","12:00:00",62.3
429891,"TF5.5","2017-09-19","12:10:00",32.6
429892,"TF5.5A","2017-07-18","11:20:00",41.6
429893,"TF5.5A","2017-08-01","11:30:00",55.3
429894,"TF5.5A","2017-09-19","11:40:00",24.4
447258,"RET5.2","2017-10-03","10:00:00",4.45
447259,"RET5.2","2017-11-01","10:00:00",3.92
394443,"RET5.2","2013-10-01","10:30:00",7.03
394443,"RET5.2","2013-10-01","10:30:00",5.91
394444,"RET5.2","2013-11-06","10:20:00",4.15
394445,"RET5.2","2013-12-03","10:15:00",4.24
394488,"TF5.5","2013-10-01","12:25:00",50.3
394489,"TF5.5","2013-11-05","13:20:00",40.6
394490,"TF5.5","2013-12-03","12:40:00",4.29
394491,"TF5.5A","2013-10-01","12:00:00",37.9
394492,"TF5.5A","2013-11-05","12:55:00",26.2
394493,"TF5.5A","2013-12-03","12:15:00",7.39
394551,"LE5.1","2014-02-04","10:30:00",2.4
394601,"RET5.2","2014-02-04","11:00:00",1.42
394602,"RET5.2","2014-03-19","10:50:00",9.63
394604,"RET5.2","2014-05-06","10:55:00",14.8
394663,"TF5.5","2014-01-15","13:45:00",1.5
394664,"TF5.5","2014-02-04","13:30:00",1.62
394665,"TF5.5","2014-04-01","13:15:00",6.68
394666,"TF5.5","2014-05-06","13:20:00",3.17
394667,"TF5.5A","2014-01-15","13:10:00",1.55
394668,"TF5.5A","2014-02-04","13:00:00",2.46
394669,"TF5.5A","2014-04-01","12:30:00",6.64
394670,"TF5.5A","2014-05-06","12:50:00",4.31
394716,"RET5.2","2014-06-03","11:00:00",20.7
394731,"TF5.5","2014-06-03","12:50:00",16.8
394732,"TF5.5A","2014-06-03","12:30:00",25
394792,"LE5.1","2014-09-03","10:15:00",5.43
394828,"RET5.2","2014-07-01","10:00:00",11.1
394830,"RET5.2","2014-09-03","10:45:00",7.58
462592,"TF5.5","2020-07-08","09:45:00",37.6
462593,"TF5.5","2020-08-12","11:45:00",36
462594,"TF5.5","2020-09-21","10:05:00",22.4
462595,"TF5.5A","2020-07-07","11:00:00",55.4
462596,"TF5.5A","2020-08-13","10:45:00",38.4
462597,"TF5.5A","2020-09-01","11:05:00",35.7
510281,"RET5.2","2020-10-06","10:00:00",6.35
510282,"RET5.2","2020-11-09","10:30:00",3.76
510320,"TF5.5","2020-10-05","09:40:00",17.9
510321,"TF5.5","2020-11-04","12:20:00",1.12
510322,"TF5.5","2020-12-01","10:20:00",2.3
510323,"TF5.5A","2020-10-06","10:40:00",37.5
510325,"TF5.5A","2020-12-10","11:15:00",1.74
583835,"RET5.2","2021-02-04","10:30:00",2.94
583836,"RET5.2","2021-03-25","10:00:00",7.9
583873,"TF5.5","2021-01-04","10:05:00",1
583874,"TF5.5","2021-02-02","10:20:00",2.26
583875,"TF5.5","2021-03-11","11:50:00",2.62
583876,"TF5.5A","2021-01-05","11:10:00",1.25
583877,"TF5.5A","2021-02-03","11:00:00",2.92
583878,"TF5.5A","2021-03-11","11:25:00",3.61
587703,"RET5.2","2021-04-06","10:00:00",15.7
587705,"RET5.2","2021-06-08","10:00:00",6.87
587708,"RET5.2","2021-09-08","09:15:00",9.9
394873,"TF5.5","2014-07-01","13:40:00",48.8
394874,"TF5.5","2014-08-05","13:15:00",14.8
394875,"TF5.5","2014-09-03","12:34:00",53.5
394876,"TF5.5A","2014-07-01","12:50:00",42.8
394877,"TF5.5A","2014-08-05","12:20:00",2.47
394878,"TF5.5A","2014-09-03","12:05:00",22.4
394923,"LE5.1","2014-10-07","10:30:00",6.51
394959,"RET5.2","2014-10-07","10:50:00",7.55
394960,"RET5.2","2014-11-04","10:30:00",4.68
394961,"RET5.2","2014-12-03","10:30:00",2.94
395002,"TF5.5","2014-10-07","12:45:00",44.8
395003,"TF5.5","2014-11-04","13:10:00",47.2
395004,"TF5.5","2014-12-02","12:45:00",19.5
395005,"TF5.5A","2014-10-07","12:00:00",42.6
395006,"TF5.5A","2014-11-04","12:45:00",34
395007,"TF5.5A","2014-12-02","12:20:00",41
395318,"LE5.1","2015-02-04","10:30:00",5.68
395343,"RET5.2","2015-02-04","11:00:00",2.72
395344,"RET5.2","2015-03-03","10:25:00",2.14
395373,"TF5.5","2015-01-06","12:30:00",2.51
395374,"TF5.5","2015-02-03","13:00:00",2.67
395375,"TF5.5","2015-03-12","13:30:00",2.38
395376,"TF5.5A","2015-01-06","12:00:00",3.9
395377,"TF5.5A","2015-02-03","12:30:00",3.49
395378,"TF5.5A","2015-03-12","13:00:00",3.4
395416,"LE5.1","2013-09-04","10:15:00",3.2
395441,"RET5.2","2013-08-15","10:40:00",8.35
447300,"TF5.5","2017-10-03","12:05:00",26.6
447301,"TF5.5","2017-11-16","11:40:00",24
447302,"TF5.5","2017-12-05","12:15:00",38
447303,"TF5.5A","2017-10-03","11:35:00",19.7
447304,"TF5.5A","2017-11-16","11:10:00",25.7
447305,"TF5.5A","2017-12-05","11:50:00",41
448690,"RET5.2","2018-01-24","10:45:00",4.43
448691,"RET5.2","2018-02-06","11:10:00",3.28
448692,"RET5.2","2018-03-06","10:20:00",2.62
448693,"RET5.2","2018-04-18","10:30:00",26.8
448736,"TF5.5","2018-01-23","13:00:00",7.88
448737,"TF5.5","2018-02-20","12:40:00",2.15
448738,"TF5.5","2018-03-06","12:00:00",7.12
448739,"TF5.5","2018-04-17","12:20:00",8.9
448740,"TF5.5A","2018-01-23","12:25:00",15.8
448741,"TF5.5A","2018-02-20","12:10:00",3.77
448742,"TF5.5A","2018-03-06","11:20:00",10.2
448743,"TF5.5A","2018-04-17","11:45:00",16.8
449300,"RET5.2","2018-05-01","10:30:00",8.88
449301,"RET5.2","2018-06-05","10:15:00",5.04
449330,"TF5.5","2018-05-01","11:55:00",3.54
449331,"TF5.5","2018-06-05","13:10:00",3.84
449332,"TF5.5A","2018-05-01","11:35:00",6.71
449333,"TF5.5A","2018-06-05","12:45:00",4.48
450484,"RET5.2","2018-07-10","10:00:00",16.8
450485,"RET5.2","2018-08-07","10:00:00",17.5
450511,"TF5.5","2018-07-10","12:10:00",30.4
587791,"TF5.5","2021-04-06","10:30:00",15.3
587792,"TF5.5","2021-05-05","09:40:00",27.2
587793,"TF5.5","2021-06-08","11:40:00",36.4
587794,"TF5.5","2021-07-07","11:40:00",57.9
587795,"TF5.5","2021-08-03","11:45:00",43.2
587796,"TF5.5","2021-09-02","11:30:00",64.2
587797,"TF5.5A","2021-04-19","10:45:00",12.9
587798,"TF5.5A","2021-05-04","10:20:00",11.1
587800,"TF5.5A","2021-07-07","11:15:00",40.1
587802,"TF5.5A","2021-09-02","11:05:00",57.9
596870,"RET5.2","2021-11-04","09:30:00",8.56
596871,"RET5.2","2021-12-15","09:30:00",2.7
596912,"TF5.5","2021-10-05","12:10:00",30.3
596913,"TF5.5","2021-11-04","11:45:00",23.3
596914,"TF5.5","2021-12-07","11:30:00",20.4
596915,"TF5.5A","2021-10-05","11:45:00",29.1
596916,"TF5.5A","2021-11-04","11:25:00",48.1
608644,"RET5.2","2022-05-03","09:00:00",11.6
608688,"TF5.5","2022-04-13","11:40:00",25.5
608689,"TF5.5","2022-05-03","11:50:00",34.2
608690,"TF5.5","2022-06-07","12:10:00",52.5
608691,"TF5.5A","2022-04-13","11:15:00",41.2
608693,"TF5.5A","2022-06-07","11:45:00",53.5
608755,"RET5.2","2022-03-16","09:15:00",23.5
454239,"RET5.2","2018-11-07","10:00:00",2.85
457216,"RET5.2","2019-02-05","10:30:00",2.24
457219,"RET5.2","2019-05-07","10:00:00",34.1
458685,"RET5.2","2019-07-09","10:00:00",8.56
458687,"RET5.2","2019-09-10","10:00:00",6.25
395442,"RET5.2","2013-09-04","10:40:00",5.73
395471,"TF5.5","2013-08-15","13:10:00",43.5
395472,"TF5.5","2013-09-04","12:35:00",27.4
395473,"TF5.5A","2013-08-15","12:40:00",35.4
395474,"TF5.5A","2013-09-04","12:20:00",29.2
415073,"TF5.5","2015-11-03","12:00:00",11.4
415074,"TF5.5","2015-12-15","12:35:00",3.29
415075,"TF5.5A","2015-11-03","11:35:00",29.8
415076,"TF5.5A","2015-12-15","12:05:00",4.29
415176,"RET5.2","2015-07-07","11:30:00",22.3
415177,"RET5.2","2015-08-13","11:00:00",9.31
415220,"TF5.5","2015-07-07","13:10:00",37.4
415221,"TF5.5","2015-08-06","13:00:00",12.4
415222,"TF5.5","2015-09-17","12:40:00",42.2
415223,"TF5.5A","2015-07-07","12:40:00",55.5
415224,"TF5.5A","2015-08-06","12:30:00",14
415225,"TF5.5A","2015-09-17","12:05:00",38.3
416815,"LE5.1","2015-04-16","10:10:00",9.01
416848,"RET5.2","2015-04-16","10:30:00",16.8
416849,"RET5.2","2015-05-06","10:20:00",16.9
416850,"RET5.2","2015-06-02","10:00:00",9.27
416886,"TF5.5","2015-05-05","12:55:00",10.4
416887,"TF5.5","2015-06-18","12:30:00",71.8
416888,"TF5.5A","2015-05-05","12:20:00",24.1
416889,"TF5.5A","2015-06-18","12:00:00",45.6
422016,"LE5.1","2016-02-17","09:45:00",4.77
422017,"LE5.1","2016-03-01","09:45:00",3.03
422019,"LE5.1","2016-06-09","10:25:00",10
608788,"TF5.5","2022-02-09","12:00:00",5.93
608789,"TF5.5","2022-03-01","10:15:00",8.81
608790,"TF5.5A","2022-02-09","11:30:00",7.62
621236,"RET5.2","2022-08-18","09:00:00",6.16
621275,"TF5.5","2022-07-06","12:20:00",39.5
621276,"TF5.5","2022-08-02","11:45:00",63.6
621277,"TF5.5","2022-09-07","12:15:00",44.7
621278,"TF5.5A","2022-07-06","11:40:00",45.6
621279,"TF5.5A","2022-09-07","11:45:00",34
622030,"TF5.5","2022-10-20","12:00:00",41
622031,"TF5.5","2022-11-01","11:50:00",43.1
622032,"TF5.5","2022-12-05","12:25:00",5.8
622033,"TF5.5A","2022-10-20","11:15:00",33.4
622035,"TF5.5A","2022-12-05","11:55:00",6.64
622106,"RET5.2","2022-12-14","09:00:00",5.14
450512,"TF5.5","2018-08-07","11:40:00",41.6
450513,"TF5.5A","2018-07-10","11:45:00",30.5
450514,"TF5.5A","2018-08-07","11:10:00",56.8
451246,"RET5.2","2018-09-05","10:30:00",13.9
451257,"TF5.5","2018-09-05","11:45:00",35.7
451258,"TF5.5A","2018-09-05","11:15:00",30.6
454238,"RET5.2","2018-10-02","10:20:00",6.68
454240,"RET5.2","2018-12-05","10:40:00",1.6
454278,"TF5.5","2018-10-02","11:45:00",2.85
454279,"TF5.5","2018-11-01","11:45:00",8.53
454280,"TF5.5","2018-12-04","11:55:00",2.05
454281,"TF5.5A","2018-10-02","11:20:00",6.02
454283,"TF5.5A","2018-12-04","11:30:00",2.17
457215,"RET5.2","2019-01-08","10:00:00",1.25
457217,"RET5.2","2019-03-19","11:00:00",7.56
457218,"RET5.2","2019-04-10","10:00:00",33.2
457220,"RET5.2","2019-06-04","10:45:00",7.72
457303,"TF5.5","2019-01-08","11:40:00",1.3
457304,"TF5.5","2019-02-05","11:30:00",1.57
457304,"TF5.5","2019-02-05","11:30:00",1.32
457305,"TF5.5","2019-03-05","11:30:00",2.53
457306,"TF5.5","2019-04-09","12:00:00",12.2
457307,"TF5.5","2019-05-07","11:50:00",14
457308,"TF5.5","2019-06-04","12:00:00",31.3
457309,"TF5.5A","2019-01-08","11:15:00",1.41
457310,"TF5.5A","2019-02-05","10:55:00",1.78
457311,"TF5.5A","2019-03-05","11:10:00",1.32
46000,"TF5.6","2013-01-08","11:45:00",2.47
46185,"TF5.6","2013-02-05","12:10:00",2.51
30018,"TF5.6","2013-03-05","12:00:00",3.45
30212,"TF5.6","2013-04-02","12:00:00",4.16
30610,"TF5.6","2013-05-09","11:50:00",7.24
30916,"TF5.6","2013-06-06","12:30:00",14.2
394603,"RET5.2","2014-04-01","10:25:00",19.5
394829,"RET5.2","2014-08-05","11:10:00",25
462022,"RET5.2","2020-01-09","10:00:00",7.6
462552,"RET5.2","2020-09-01","10:00:00",8.24
583834,"RET5.2","2021-01-05","09:30:00",1.1
587704,"RET5.2","2021-05-18","10:00:00",10.2
587706,"RET5.2","2021-07-07","09:30:00",12.5
587707,"RET5.2","2021-08-05","10:00:00",6.78
429897,"TF5.6","2017-09-19","11:10:00",5.45
447306,"TF5.6","2017-10-03","11:00:00",6.26
447307,"TF5.6","2017-11-16","10:45:00",4
447308,"TF5.6","2017-12-05","11:20:00",5.68
448744,"TF5.6","2018-01-23","11:50:00",16.5
448745,"TF5.6","2018-02-20","11:35:00",3.13
448746,"TF5.6","2018-03-06","11:00:00",3.77
448747,"TF5.6","2018-04-17","11:15:00",15.8
449334,"TF5.6","2018-05-01","11:00:00",7.35
