EventId,Station,SampleDate,SampleTime,Depth,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude
462600,TF5.6,2020-09-01,11:40:00,1,D,FS1,CHLA,NA,12.4,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
462600,TF5.6,2020-09-01,11:40:00,1,D,FS2,CHLA,NA,12.8,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
510326,TF5.6,2020-10-06,11:15:00,1,D,S1,CHLA,NA,16.5,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
510327,TF5.6,2020-11-04,11:20:00,1,D,S1,CHLA,NA,2.38,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
510328,TF5.6,2020-12-10,10:42:00,1,D,S1,CHLA,NA,1.6,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
583879,TF5.6,2021-01-05,10:35:00,1,D,S1,CHLA,NA,1.08,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
583880,TF5.6,2021-02-03,10:30:00,1,D,S1,CHLA,NA,2.9,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
583881,TF5.6,2021-03-11,10:50:00,1,D,S1,CHLA,NA,2.3,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
587803,TF5.6,2021-04-19,11:25:00,1,D,S1,CHLA,NA,11,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
587804,TF5.6,2021-05-04,10:50:00,1,D,S1,CHLA,NA,11.2,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
587805,TF5.6,2021-06-08,10:50:00,1,D,S1,CHLA,NA,9.95,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
587806,TF5.6,2021-07-07,10:45:00,1,D,S1,CHLA,NA,19.6,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
587807,TF5.6,2021-08-03,10:50:00,1,D,S1,CHLA,NA,18.3,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
587808,TF5.6,2021-09-02,10:35:00,1,D,S1,CHLA,NA,28.4,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
596917,TF5.6,2021-10-05,11:15:00,1,D,S1,CHLA,NA,17.7,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
596918,TF5.6,2021-11-04,10:55:00,1,D,S1,CHLA,NA,31.9,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
608694,TF5.6,2022-04-13,10:40:00,1,D,S1,CHLA,NA,40,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
608695,TF5.6,2022-05-03,10:55:00,1,D,S1,CHLA,NA,16.5,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
608696,TF5.6,2022-06-07,11:10:00,1,D,S1,CHLA,NA,21.1,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
608791,TF5.6,2022-02-09,11:05:00,1,D,S1,CHLA,NA,18.3,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
621280,TF5.6,2022-07-06,11:10:00,1,D,S1,CHLA,NA,26.2,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
621281,TF5.6,2022-08-10,11:50:00,1,D,FS1,CHLA,NA,36.9,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
621281,TF5.6,2022-08-10,11:50:00,1,D,FS2,CHLA,NA,36,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
621282,TF5.6,2022-09-07,11:15:00,1,D,S1,CHLA,NA,17.6,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
622036,TF5.6,2022-10-20,10:45:00,1,D,S1,CHLA,NA,8.56,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
622037,TF5.6,2022-11-01,10:50:00,1,D,S1,CHLA,NA,7.12,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
622038,TF5.6,2022-12-05,11:25:00,1,D,S1,CHLA,NA,4.9,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
510254,LE5.1,2020-11-09,10:00:00,1,D,S1,CHLA,NA,1.92,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
510324,TF5.5A,2020-11-04,11:50:00,1,D,FS1,CHLA,NA,1.99,UG/L,L01,VADCLS,NA,NA,NA,NA,37.30165,-77.1284
510324,TF5.5A,2020-11-04,11:50:00,1,D,FS2,CHLA,NA,1.41,UG/L,L01,VADCLS,NA,NA,NA,NA,37.30165,-77.1284
583797,LE5.1,2021-01-05,09:00:00,1,D,S1,CHLA,NA,1.25,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
583798,LE5.1,2021-02-04,10:00:00,1,D,S1,CHLA,NA,2.53,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
583799,LE5.1,2021-03-25,09:30:00,1,D,S1,CHLA,NA,6.57,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
429896,TF5.6,2017-08-01,10:55:00,1,D,S1,CHLA,NA,15.1,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
422970,TF5.6,2016-08-02,10:55:00,1,D,FS2,CHLA,NA,30.1,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
422971,TF5.6,2016-09-07,11:00:00,1,D,S1,CHLA,NA,10.3,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
425741,TF5.6,2016-10-04,11:20:00,1,D,S1,CHLA,NA,13.9,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
425742,TF5.6,2016-11-01,11:20:00,1,D,S1,CHLA,NA,5.45,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
425743,TF5.6,2016-12-01,11:00:00,1,D,S1,CHLA,NA,15,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
429602,TF5.6,2017-02-01,10:40:00,1,D,S1,CHLA,NA,4.54,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
429603,TF5.6,2017-03-01,10:50:00,1,D,S1,CHLA,NA,20.2,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
429895,TF5.6,2017-07-18,10:55:00,1,D,S1,CHLA,NA,31,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
422969,TF5.6,2016-07-12,11:30:00,1,D,S1,CHLA,NA,28,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
422970,TF5.6,2016-08-02,10:55:00,1,D,FS1,CHLA,NA,29.1,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
422153,TF5.6,2016-05-12,10:40:00,1,D,S1,CHLA,NA,4.16,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
422154,TF5.6,2016-06-07,11:20:00,1,D,S1,CHLA,NA,26.6,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
416891,TF5.6,2015-06-18,11:30:00,1,D,S1,CHLA,NA,27.8,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
422151,TF5.6,2016-03-15,11:50:00,1,D,S1,CHLA,NA,3.12,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
422152,TF5.6,2016-04-14,11:05:00,1,D,S1,CHLA,NA,14.8,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
415077,TF5.6,2015-11-03,11:00:00,1,D,S1,CHLA,NA,17.4,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
395476,TF5.6,2013-09-04,11:50:00,1,D,S1,CHLA,NA,8.03,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
415078,TF5.6,2015-12-15,11:30:00,1,D,S1,CHLA,NA,2.51,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
415226,TF5.6,2015-07-07,12:15:00,1,D,S1,CHLA,NA,42.4,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
415227,TF5.6,2015-08-06,12:00:00,1,D,S1,CHLA,NA,46.6,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
416890,TF5.6,2015-05-05,11:50:00,1,D,S1,CHLA,NA,11.4,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
415228,TF5.6,2015-09-17,11:30:00,1,D,S1,CHLA,NA,10.8,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
30214,TF5.5A,2013-04-02,12:25:00,1,D,S1,CHLA,NA,11.2,UG/L,L01,VADCLS,NA,NA,NA,NA,37.30165,-77.1284
30215,TF5.5,2013-04-02,12:50:00,1,D,S1,CHLA,NA,6.82,UG/L,L01,VADCLS,NA,NA,NA,NA,37.31265,-77.23283
30604,RET5.2,2013-05-09,10:45:00,1,D,S1,CHLA,NA,9.86,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20294,-76.78219
30611,TF5.5A,2013-05-09,12:30:00,1,D,S1,CHLA,NA,9.26,UG/L,L01,VADCLS,NA,NA,NA,NA,37.30165,-77.1284
30612,TF5.5,2013-05-09,12:50:00,1,D,S1,CHLA,NA,4.16,UG/L,L01,VADCLS,NA,NA,NA,NA,37.31265,-77.23283
30905,LE5.1,2013-06-06,09:55:00,1,D,S1,CHLA,NA,3.74,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
30907,RET5.2,2013-06-06,10:20:00,1,D,S1,CHLA,NA,5.27,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20294,-76.78219
30918,TF5.5A,2013-06-06,13:00:00,1,D,S1,CHLA,NA,38.3,UG/L,L01,VADCLS,NA,NA,NA,NA,37.30165,-77.1284
30919,TF5.5,2013-06-06,13:30:00,1,D,S1,CHLA,NA,43.5,UG/L,L01,VADCLS,NA,NA,NA,NA,37.31265,-77.23283
394411,LE5.1,2013-12-03,09:50:00,1,D,S1,CHLA,NA,4.04,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
394552,LE5.1,2014-03-19,10:25:00,1,D,S1,CHLA,NA,3.17,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
394553,LE5.1,2014-04-01,09:55:00,1,D,S1,CHLA,NA,6.48,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
394554,LE5.1,2014-05-06,10:30:00,1,D,S1,CHLA,NA,23.7,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
394703,LE5.1,2014-06-03,10:30:00,1,D,S1,CHLA,NA,9.56,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
394790,LE5.1,2014-07-01,09:30:00,1,D,S1,CHLA,NA,7.87,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
394791,LE5.1,2014-08-05,10:40:00,1,D,S1,CHLA,NA,53,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
394924,LE5.1,2014-11-04,10:10:00,1,D,S1,CHLA,NA,2.51,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
394925,LE5.1,2014-12-03,10:00:00,1,D,FS1,CHLA,NA,2.46,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
394925,LE5.1,2014-12-03,10:00:00,1,D,FS2,CHLA,NA,2.69,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
395319,LE5.1,2015-03-03,10:00:00,1,D,S1,CHLA,NA,8.33,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
395415,LE5.1,2013-08-15,10:10:00,1,D,S1,CHLA,NA,5.2,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
415015,LE5.1,2015-11-04,10:15:00,1,D,FS1,CHLA,NA,5.18,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
415015,LE5.1,2015-11-04,10:15:00,1,D,FS2,CHLA,NA,5.29,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
415137,LE5.1,2015-07-07,11:00:00,1,D,S1,CHLA,NA,11,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
415138,LE5.1,2015-08-13,10:30:00,1,D,S1,CHLA,NA,9.65,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
415139,LE5.1,2015-09-02,10:45:00,1,D,S1,CHLA,NA,11.3,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
416816,LE5.1,2015-05-06,10:00:00,1,D,S1,CHLA,NA,19.2,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
416817,LE5.1,2015-06-02,09:35:00,1,D,S1,CHLA,NA,5.36,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
422018,LE5.1,2016-05-19,10:15:00,1,D,S1,CHLA,NA,6.82,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
422149,TF5.5A,2016-05-12,11:20:00,1,D,S1,CHLA,NA,9.5,UG/L,L01,VADCLS,NA,NA,NA,NA,37.30165,-77.1284
422884,LE5.1,2016-07-06,10:20:00,1,D,S1,CHLA,NA,8.24,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
422885,LE5.1,2016-08-02,10:35:00,1,D,S1,CHLA,NA,4.61,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
422886,LE5.1,2016-09-07,10:10:00,1,D,S1,CHLA,NA,6.09,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
425666,LE5.1,2016-10-11,10:20:00,1,D,S1,CHLA,NA,2.17,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
425667,LE5.1,2016-11-01,09:45:00,1,D,S1,CHLA,NA,6.44,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
429463,LE5.1,2017-01-04,10:00:00,1,D,S1,CHLA,NA,4.31,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
429464,LE5.1,2017-02-01,10:25:00,1,D,FS1,CHLA,NA,31.7,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
429464,LE5.1,2017-02-01,10:25:00,1,D,FS2,CHLA,NA,34.4,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
429466,LE5.1,2017-04-20,10:30:00,1,D,S1,CHLA,NA,6.59,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
429600,TF5.5A,2017-02-01,11:10:00,1,D,S1,CHLA,NA,4.29,UG/L,L01,VADCLS,NA,NA,NA,NA,37.30165,-77.1284
429809,LE5.1,2017-07-06,10:30:00,1,D,S1,CHLA,NA,3.99,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
429810,LE5.1,2017-08-01,10:00:00,1,D,S1,CHLA,NA,15.6,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
587629,LE5.1,2021-04-06,09:15:00,1,D,S1,CHLA,NA,15.5,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
587630,LE5.1,2021-05-18,09:00:00,1,D,S1,CHLA,NA,6.1,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
587631,LE5.1,2021-06-08,09:00:00,1,D,S1,CHLA,NA,5.39,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
587632,LE5.1,2021-07-07,09:00:00,1,D,S1,CHLA,NA,7.69,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
587633,LE5.1,2021-08-05,09:15:00,1,D,S1,CHLA,NA,3.01,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
587634,LE5.1,2021-09-08,08:45:00,1,D,S1,CHLA,NA,6.92,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
587799,TF5.5A,2021-06-08,11:20:00,1,D,S1,CHLA,NA,26.8,UG/L,L01,VADCLS,NA,NA,NA,NA,37.30165,-77.1284
587801,TF5.5A,2021-08-03,11:20:00,1,D,S1,CHLA,NA,23.2,UG/L,L01,VADCLS,NA,NA,NA,NA,37.30165,-77.1284
596830,LE5.1,2021-10-06,08:45:00,1,D,S1,CHLA,NA,5.43,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
596831,LE5.1,2021-11-04,09:00:00,1,D,S1,CHLA,NA,3.1,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
596832,LE5.1,2021-12-15,09:00:00,1,D,S1,CHLA,NA,2.31,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
608605,LE5.1,2022-05-03,08:40:00,1,D,S1,CHLA,NA,5.48,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
608606,LE5.1,2022-05-18,09:00:00,1,D,S1,CHLA,NA,9.81,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
608607,LE5.1,2022-06-29,08:45:00,1,D,S1,CHLA,NA,7.58,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
608692,TF5.5A,2022-05-03,11:25:00,1,D,S1,CHLA,NA,36.6,UG/L,L01,VADCLS,NA,NA,NA,NA,37.30165,-77.1284
608726,LE5.1,2022-02-08,09:00:00,1,D,S1,CHLA,NA,9.81,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
608727,LE5.1,2022-03-16,08:45:00,1,D,S1,CHLA,NA,18,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
621200,LE5.1,2022-08-02,09:15:00,1,D,S1,CHLA,NA,6.89,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
621201,LE5.1,2022-08-18,08:40:00,1,D,S1,CHLA,NA,5.02,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
621202,LE5.1,2022-09-20,09:00:00,1,D,S1,CHLA,NA,13.2,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
